197352829,196812395
217698347,214103481
218793179,218658469
204385385,204105504
219096644,219002871
204000144,203849211
219828166,219718447
205766774,205570527
205795602,205640229
222979160,222845205
1489240,1302258
1727306,1608557
2719303,2604141
9047894,8945680
10014834,9881298
13483588,13329958
14001170,13873103
13205451,13056282
11157350,11025975
18153749,17887256
1922967,1767718
947912,800892
3489361,3368031
2048190,1935136
1828760,1717034
2303393,2199909
7314931,7214285
7252637,7117995
1001608,884174
867213,736214
1389473,1229603
811525,694538
973482,855389
2135487,2003502
4376802,4280430
4376802,4280430
4376802,4280430
4376802,4280430
816744,696780
867306,747323
981068,781609
786657,665337
908522,788383
1807091,1684404
1252764,1154332
1720852,1608575
1562726,1444301
4138761,4018879
842998,717742
852164,740606
1056804,937762
2418959,2293520
790770,671808
811600,696618
2028119,1928519
949375,823428
2248358,2101715
893045,788857
1978140,1889985
1978140,1889985
1978140,1889985
1978140,1889985
1978140,1889985
1971580,1723414
3212761,3089231
1053308,902585
928161,792485
961815,847278
763347,647349
3894534,3770485
3817005,3697519
3882402,3783656
829198,713980
923028,806451
16317969,16172597
6861007,6748918
28637780,28409835
4364029,4213399
951954,829229
4389791,4260165
892545,767218
852606,738734
42457354,738734
918818,800926
741852,627965
819021,694064
1104653,993834
874216,744245
908530,790724
873302,757913
873328,758708
814056,703733
3082476,2912461
1011266,893621
975009,861784
842792,725669
1180044,1056336
916655,800323
974884,858204
940713,830652
924841,812495
2106820,1994770
1143228,986086
749788,633504
774677,654316
11906755,11577946
1934070,1808066
829209,717459
3818252,3702935
5420827,5298737
882219,757677
880247,709653
2452256,2305870
771552,657340
872959,737158
1075111,668870
848601,731971
2111728,2001414
4992179,4859209
4184062,4065867
899893,784565
845917,721965
1022074,903789
1963857,1806017
1249277,1069074
6934159,6818985
9803776,9702898
8311619,8191849
3338986,3199331
3191053,3082380
13803575,13667580
1131851,1017244
36339104,35733998
947759,789631
2513615,2387727
836086,707174
7179872,7037948
7179872,7037948
7179872,7037948
7179872,7037948
7179872,7037948
874063,724458
978217,847376
931937,717084
864092,745869
738269,636393
2457152,2344760
2457152,2344760
2457152,2344760
2457152,2344760
2457152,2344760
2457152,2344760
875798,767535
2770885,2653086
2770885,2653086
3135379,3029790
5030269,4926172
2612194,2490580
4778651,2490580
7292357,7121475
1708335,1583508
1744992,1622648
1826004,1698790
861789,753400
871203,762529
907967,781650
851254,732166
3387019,3274791
4637100,4536766
6316238,6183726
5701391,5601417
4686538,4561258
2726120,2622153
1202786,1103586
859479,754816
1860476,1743745
1235023,1743745
1155388,1029818
921744,815145
844900,734612
1389268,1282202
999907,897331
816129,702822
1067142,952917
958625,819734
971960,861595
1591232,1485938
2146886,2032068
1003147,893793
1592202,1471449
910557,802435
3339806,3215197
6532763,6394781
1717773,1596287
3050295,2943474
1774059,1652823
781680,665945
5186666,5054457
837148,730142
836886,704715
830929,671917
908175,773523
1005280,890656
854469,750776
1251751,1122959
3397869,3278751
963791,837674
801024,690708
817072,707526
1204347,1081640
854674,753521
918447,808334
870091,768221
798749,692941
1164131,1058360
1109766,1003035
797467,696521
731911,631665
901536,789912
1048632,945755
1965339,1865384
3625355,3524769
912092,813599
2463736,769804
960929,828812
772740,635051
8984431,8840560
1211640,1104941
1916424,1796190
994868,885248
6145572,5987363
965279,852009
13703182,13398226
1759866,1634376
891758,733389
817270,711740
1919782,1795239
4278433,4167021
818891,701682
952485,844382
4313939,4193402
943945,778717
3167135,3021333
964608,847051
1742426,1592241
6939157,6797271
8180340,8046670
837470,730966
824473,713107
735247,627761
719565,601009
788317,634936
837705,724144
964303,856129
746745,629813
5522363,1042823
6765864,6604764
2533838,2420064
2979010,2887078
9312872,9169050
910022,802680
1075258,895670
792406,684251
1860214,1738757
1040899,922786
1756213,1632357
814491,691392
930741,798798
1871967,1749556
1027018,916576
6940907,6805445
1900687,1764824
1150473,1044478
2148747,1044478
915622,808080
825832,722299
848723,703474
891096,783295
1603017,1487621
1192617,1092192
805354,672928
816340,715729
1778540,1663787
3274041,3181794
2604211,2491935
1754213,1649105
1397626,1295244
3376563,3264713
953198,841149
820733,705777
851246,718461
855407,740335
2934878,2799354
2341503,2203950
2797434,2678894
3173348,3060795
2136908,2022122
882175,752456
766111,653001
1063308,932836
9552373,9457027
811674,675381
1665277,1551420
826098,713730
1914499,1811346
843436,724799
4363866,4249090
4093535,3964070
7194387,7080018
8423886,8326741
10498279,10395294
1571872,1460420
860385,749122
778980,663144
2829657,2697413
929719,816735
1016807,886527
1796841,1645839
941392,834265
2100166,1989421
9347679,9199138
953987,836859
1982706,1838791
843669,723229
946048,827661
886440,761449
909723,803864
1132780,1023241
1893762,1789351
918877,813116
5689469,5345499
6650014,6518667
740126,633928
751209,618419
1050141,937663
865711,765458
855926,743432
897867,795514
4548880,4452258
1235712,1119651
5921387,5769178
7466892,7358752
9857976,9715364
952507,825398
1716520,1584606
941994,798940
894219,788359
864330,744759
2081900,1684295
1595578,1453920
4827024,4716016
9564453,9428454
2110167,2018532
2229865,2143718
12771017,12634362
5599441,5432577
1512120,1349475
740868,631040
957021,843932
3092517,2960909
1124133,1000528
3689978,3591268
5568199,5467917
7546973,7413845
8382231,8277002
12160968,12055690
1792382,1663329
1021554,894015
810754,703950
32659191,32265387
1487221,1367541
