88276484,60376737
4936848,3672608
15758323,9688171
6276739,4874090
3617862,1852247
3972248,2899157
4120066,2605498
5573146,4426163
4005464,2867014
6427689,4660549
3720382,2697159
5062482,3970348
21866356,20259470
3359831,1816444
8728538,7570755
3924038,2881677
3627847,1874804
6175122,3954371
3703819,2529225
44097756,41440912
9773752,4040699
6431462,5057619
6431462,5057619
15216045,14454003
18029500,14454003
5968048,2103288
7734588,6743695
9365850,7115885
23746435,22987414
2455023,1539160
2040757,1146263
2561099,1773480
2183304,1367892
1955643,1220336
3028945,2426115
1884524,1198580
3178200,2643209
1818269,1156862
1723056,1122533
1603572,1047673
5484206,4469481
5484206,4469481
6689073,2349158
6689073,2349158
4377601,1257317
4377601,1257317
5901188,4949942
10068436,9307551
3248842,2225077
2350637,1782854
1918138,1250680
2482389,1844581
3231042,2148984
2542696,1908636
2294250,1499525
2916010,2051952
1732723,1079024
2453858,1820547
1992872,1280650
1709812,995363
4568846,4029130
2027571,1266402
2218802,1234665
4566560,3413230
2086987,1321946
2503873,1569044
7693657,7089455
2320638,1808006
2320638,1808006
2924712,1394994
7124967,6351771
8738076,7912071
4613458,3508985
54141015,45680503
4027122,3460628
1781658,1178741
3876393,3204050
82063694,32958683
7610635,5669963
5119782,2441188
8992492,6555902
1495549,1016651
2229807,1478892
4619826,4053486
1527483,952703
2231364,1332056
1666561,1133787
1743797,1129594
3110087,1711770
6791673,6057910
1399387,933470
3487383,1962768
6150384,5627984
3165332,1476625
2105718,1249027
1829409,1148605
3009031,2391879
1910466,1152424
1886204,1323654
2018765,1127414
1497773,1009283
2844623,2159254
1918732,1380292
6735398,2374797
1688633,1065397
1832860,1150894
42461128,38447964
1609201,1098285
3808719,2970341
3150061,1055394
1867767,1256495
2891022,1344411
1632221,985795
2606687,909293
5166032,3406250
2788199,3406250
3586998,2184762
5349290,2143482
3520497,1929459
67564384,66914809
26507209,23541154
1848317,1219794
1692223,1021487
3848177,2997392
1723107,1234193
1941173,1214608
1569358,1083156
70071102,65160449
3063864,1628210
2027321,1291825
2243409,1421671
1604498,996033
3357559,2732677
1774353,1223832
1774353,1223832
3339457,2557426
3529555,2992937
3529555,2992937
1628017,1007617
2055153,932683
1620238,1062168
36701615,36026657
3536213,3117621
1790642,1163792
2908450,2443017
4211946,2443017
2909545,2332406
6107723,5607908
11209336,5607908
2169073,1649081
2169073,1649081
54900766,3248294
2781530,2329592
2781530,2329592
2781530,2329592
8492402,7260430
5081159,4592292
5081159,4592292
1984149,1550252
1673712,968911
12143099,5180972
12143099,5180972
12143099,5180972
1679218,1167817
2103508,1462621
2103508,1462621
2103508,1462621
2103508,1462621
5939991,4008656
5939991,4008656
5939991,4008656
11464757,10837248
2551119,1108007
3918050,3493598
2354284,969087
1392364,911255
4056798,952726
2824051,2324767
4046041,1678617
1411963,983629
1521440,996681
1894085,1483595
4270790,3707514
2044576,1049281
2307857,920449
1499673,1039966
1409484,970094
1490836,939905
1724741,1267126
3522415,2520706
1354164,884912
1354164,884912
1440636,1018065
1400714,936607
2810146,2223912
2779979,2259046
1266883,811699
4443956,3798484
1462253,892885
1567899,951523
1349093,904121
1936727,1215017
1510641,1047989
2435468,2008034
6058481,4136701
3132685,1722370
1315464,886330
2892701,1034750
2892701,1034750
1352884,851734
4457447,851734
3735875,2876173
2664354,2161923
2102566,1432290
4442823,3955295
2131426,1410643
1349078,911025
3737656,3302694
3737656,3302694
1599997,1160520
1271892,874293
3296891,2780281
2623073,1904419
1409818,941589
2978354,1306661
2978354,1306661
2978354,1306661
1298210,898402
1595006,1128500
10395882,13725374
14930588,13725374
38574427,36980209
1406508,991547
6250802,5218006
5641628,5214358
2955793,2479312
3410375,1889294
8295924,7398719
8295924,7398719
2592889,1448272
3870220,2396314
6172904,2219825
7927749,7059247
2093858,1119928
1718039,1137084
4022324,3492654
9584915,8931493
1968294,832478
1423012,988451
1184203,809732
1325491,922107
2146543,1341131
2705907,1026550
4574975,3630779
3699010,1583496
1321605,961858
9746304,9055194
3121808,2455784
1293063,893505
1220495,824321
1288586,877642
1336464,935462
1301624,918021
3274669,2222363
3749107,3302184
1325653,942742
1325653,942742
1469413,947731
3728507,3132540
1456085,1019671
3514035,3117889
1186100,815203
4846782,4116440
1319134,883870
1528645,1099902
1436230,1061466
1221571,848393
1268293,871093
3573561,1233467
2919374,2533550
4022940,2426551
4949427,2079427
1262619,844461
1114603,731492
5872377,2385432
7154941,2134454
5783012,5271063
1229253,805606
1436321,1002366
2533256,1820341
3576407,1616241
1236552,883924
3002535,2638064
1632264,1200498
3008674,2613823
2154216,1793879
1597638,1248135
7865627,7439262
1525873,1017393
1339615,991184
5455834,2675808
4658188,2523260
7853317,6977218
1337392,976754
1511315,1047649
4995467,857612
1161861,825341
1161861,825341
16869372,16306469
2904627,2292122
1215033,854233
1215033,854233
8685670,8222343
6191551,5541333
1586828,1007776
3249302,2761049
1393646,1027639
6002161,5315517
2680223,2206221
1203230,840973
2220696,1230679
1408679,1011806
3151677,2611233
2197809,1835205
1336902,891502
1285789,884004
1397990,937932
1947672,1582212
3231571,1499315
1306485,907344
1173026,816630
4423393,4033130
1270369,842313
1179302,833486
1577031,1090122
1318148,2604295
3442782,2604295
1416587,975228
3920641,2154462
2513523,2020190
1952568,881886
1241974,886060
1241974,886060
3330978,2910543
3347499,2931530
1234184,851702
3041433,2659187
3608272,3234613
3183207,2286502
4707885,2286502
1729076,1055785
2542790,2166847
3338919,3000029
4023510,3422237
3366908,2924086
1274825,858652
1287760,834146
1102110,776899
1309023,955857
1309023,955857
6083871,3595724
4640044,3454651
1478384,1036045
3897782,3528416
5852495,2193900
8537903,8167301
61473958,57760368
3039193,2428223
1198128,856098
3269375,2828643
3787381,3321396
3785785,3255867
1352985,939186
3360092,3006860
2430022,1985950
21321986,20588766
1320381,916122
3734208,1495577
5950369,5444979
3035347,1280206
1452251,1025038
5223415,2388818
7095196,3179386
1506776,959858
1381605,976018
6260554,2005698
2229084,1271448
1543924,1118108
1508805,1155242
1697027,1180575
1493896,1072744
2886228,2304027
3064769,2456826
1359328,973385
1275000,930276
1628655,1046264
1642032,1145369
1605295,1134703
1341834,901642
5049493,4555936
1200977,876721
1380329,967380
2203781,1845853
3328146,1637414
5272249,939028
5272249,939028
10066082,9457433
1261479,904229
1673563,1237151
1318552,946820
2498533,2083126
3465291,1780831
1258149,949255
1265881,883838
1316460,940411
4674021,940411
4748087,4066169
3736650,3406989
1134354,814271
1134354,814271
3759788,3223880
3500428,3070951
4632537,4203098
7431934,6521680
7674109,7638790
7674109,7638790
1580169,1153852
1231993,899928
1427464,1002088
6177688,5826020
6177688,5826020
6177688,5826020
1438836,1079793
1209982,874558
1341636,997112
1403288,1017483
1059703,752569
14904379,13039457
1164318,826543
1245560,899412
1482757,1012533
1274149,920908
5977442,5625101
59176208,58465261
2707872,2318675
2103089,1785243
5327209,5020705
7487385,7109779
2766945,2352242
3879467,3236773
2905912,2568696
6332969,6006010
1406802,1077129
9165894,4824333
1495540,1075645
3406629,3010213
18534453,5426723
18534453,5426723
18534453,5426723
1338680,893497
27986872,26987196
2802104,2442558
3651016,3308900
1343005,997084
4441633,3570236
7167320,6794084
1892323,1451271
6105713,5693500
6105713,5630397
8668208,5630397
8668208,5630397
1369367,994617
1369367,994617
4614696,3898701
4614696,3898701
1267338,887503
1323149,955084
2006349,1685961
4939759,3369006
3807243,3349152
3886455,1518174
8078496,4563663
3349722,3029039
2721494,1398613
7834350,7509785
4444061,2025134
10722427,8836155
12082489,10773393
2424214,2062419
19278188,2062419
1529239,1104904
1498593,1156332
1231298,864206
3184714,1123117
6897906,2645964
60422596,12087011
3817637,1048045
1033866,681472
2415147,2052963
1244991,911512
1200898,863574
1107191,779736
1136208,804474
3285318,2883305
25942717,25443057
1225625,874167
1169472,822472
1177165,847691
3798272,3408555
8159220,7599683
10989898,7910232
10989898,7910232
10989898,7910232
10989898,7910232
3986713,2220823
3986713,2220823
3986713,2220823
3986713,2220823
3986713,2220823
65106642,64331600
8151203,7502188
10456952,6543277
15413484,11598279
17178742,11598279
1792315,852615
2519873,1109095
2687478,1109095
1340500,902057
1316747,883499
2796170,1901002
4206574,2652157
89073386,2652157
1354264,957482
1354264,6937833
107032420,6937833
1814432,1097186
1129341,805503
4200218,3767396
3079966,2643586
1171633,831131
9070570,8620976
1986979,1476663
1430142,1007213
1283892,925556
2930637,2621111
2885093,2419500
2885093,2419500
8072900,2419500
6926804,6592040
1204879,892631
2415793,2072497
2415793,2072497
3184140,1663562
6307525,4737968
8778918,4737968
12217388,11894515
7129475,6229311
17458516,17009501
17458516,17009501
4156060,3701671
4633488,2975968
4997781,4700801
8947395,4446476
7942802,5169484
15292592,10335672
1429137,951067
9867579,9418289
9867579,9418289
9867579,9418289
9867579,9418289
1043848,724597
63924630,58552613
2962592,2585949
2456558,2108184
2989619,2676431
5721185,3023348
5721185,3023348
7039898,5553004
1164453,852086
1142420,825312
4188736,3854312
7991426,3376685
9491354,3803853
12726435,3803853
4393301,4059155
15207388,14852628
15920725,14442495
2051315,1673302
3059958,1623761
5153566,4728725
1341373,915684
1756704,1462508
2681252,1332613
1228856,869172
2287517,1811589
2209695,1904025
1778434,1459225
10636106,10319994
9598849,8174661
12910416,4420877
1074920,766914
2137427,1561419
5298389,4960208
4575973,4136194
2828963,1645538
1776098,873948
7024246,4853735
7024246,4853735
1674044,1168399
2663231,1286290
5056558,4431942
6936790,3152608
11317488,3152608
11317488,3152608
1221433,894882
1221433,894882
2268932,1670702
5503695,5061257
1176826,880592
2945860,2578996
2172394,1859402
1825434,860154
4645109,4200092
6212496,1806324
3591935,1638544
1191774,856820
12748117,856820
2688758,2309784
2688758,2309784
1204605,805918
4158100,3827148
1120072,794020
2112401,1781212
49554879,47084142
1359578,963576
1359578,963576
1171047,806711
1250846,910020
2940473,2630620
1435028,1030628
2450120,2063850
2342117,1873824
1170206,861862
3736169,3327940
1180690,783777
4217734,831184
2415402,2079393
1894511,1461326
1280335,827651
2148734,1790562
3368493,3059151
4624872,2001877
4624872,2001877
1281165,982826
1125730,736305
1123648,806246
1202769,899055
4405081,2620111
7814890,5577165
3765346,3487973
8676419,8353874
1071188,789168
1143269,842704
1205888,910930
1152902,836611
3958857,3678112
5876109,3515258
2615267,1049489
9162703,8597440
2183742,1885270
1245506,922479
1376278,1055580
5438268,1622435
9594206,8146521
9311552,8989973
11330259,2023009
9179948,8346484
22747160,22176252
1193012,798233
